Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min)
BANGRES17DEL02,22,4.7,12.972532,77.608179,13.022532,77.658179,Drinks ,motorcycle ,33
GOARES20DEL03,39,4.9,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,44
BHPRES20DEL01,26,4.5,23.235123,77.398886,23.275123,77.438886,Buffet ,motorcycle ,24
PUNERES16DEL02,24,4.8,18.536718,73.830327,18.586718,73.880327,Drinks ,motorcycle ,23
VADRES19DEL02,33,4.3,22.311844,73.165081,22.331844,73.185081,Buffet ,motorcycle ,27
BANGRES11DEL03,38,5.0,12.934365,77.616155,12.994365,77.676155,Buffet ,motorcycle ,26
VADRES09DEL03,33,4.1,0.0,0.0,0.06,0.06,Snack ,motorcycle ,29
JAPRES14DEL01,39,4.9,26.88842,75.800689,26.89842,75.810689,Drinks ,scooter ,15
PUNERES15DEL01,31,4.9,18.636215,73.751081,18.646215,73.761081,Buffet ,motorcycle ,22
MYSRES03DEL01,27,4.9,12.299524,76.64262,12.369524,76.71262,Meal ,motorcycle ,43
CHENRES19DEL03,36,4.6,12.986047,80.218114,13.076047,80.308114,Buffet ,motorcycle ,37
KNPRES07DEL01,32,4.9,26.472001,80.354002,26.482001,80.364002,Meal ,motorcycle ,22
COIMBRES09DEL02,31,4.7,11.008638,76.984311,11.138638,77.114311,Drinks ,motorcycle ,25
KNPRES14DEL01,29,4.6,26.463504,80.372929,26.473504,80.382929,Meal ,scooter ,18
JAPRES18DEL02,34,4.5,26.913987,75.752891,26.963987,75.802891,Buffet ,motorcycle ,27
PUNERES19DEL01,20,4.7,18.563934,73.915367,18.673935,74.025367,Buffet ,motorcycle ,11
AGRRES05DEL01,27,4.2,27.201725,78.007553,27.311725,78.117553,Snack ,motorcycle ,32
JAPRES12DEL01,33,4.8,26.902908,75.792934,26.942908,75.832934,Meal ,scooter ,25
INDORES18DEL02,24,4.6,22.753839,75.897429,22.803839,75.947429,Drinks ,scooter ,14
KOLRES16DEL02,30,4.8,22.539129,88.365507,22.619129,88.445507,Buffet ,motorcycle ,26
INDORES03DEL02,30,4.7,22.751857,75.866699,22.881857,75.996699,Snack ,motorcycle ,44
SURRES07DEL03,28,4.9,21.170798,72.790489,21.230798,72.850489,Meal ,scooter ,33
VADRES13DEL03,37,4.8,22.310237,73.158921,22.370237,73.218921,Drinks ,scooter ,31
SURRES17DEL02,36,3.8,21.149569,72.772697,21.229569,72.852697,Buffet ,scooter ,34
JAPRES20DEL03,20,4.7,26.956431,75.776649,27.096431,75.916649,Snack ,motorcycle ,25
AGRRES02DEL03,39,4.0,0.0,0.0,0.09,0.09,Snack ,motorcycle ,34
RANCHIRES18DEL01,23,4.6,23.351489,85.324253,23.361489,85.334253,Snack ,scooter ,13
MUMRES01DEL01,37,4.5,19.12663,72.829976,19.19663,72.899976,Snack ,scooter ,31
JAPRES20DEL01,39,4.4,26.956431,75.776649,26.966431,75.786649,Drinks ,motorcycle ,26
GOARES14DEL01,28,4.8,15.157944,73.950889,15.197944,73.990889,Drinks ,motorcycle ,29
JAPRES14DEL01,31,4.7,26.88842,75.800689,26.92842,75.840689,Meal ,scooter ,29
MUMRES17DEL03,25,4.7,19.121999,72.908493,19.151999,72.938493,Snack ,scooter ,13
BANGRES07DEL03,22,4.6,12.978453,77.643685,13.008453,77.673685,Drinks ,electric_scooter ,10
CHENRES18DEL03,25,4.6,12.981615,80.231598,13.041615,80.291598,Meal ,scooter ,13
ALHRES15DEL02,29,4.6,25.449872,81.836167,25.469872,81.856167,Meal ,electric_scooter ,16
BANGRES17DEL01,23,4.9,12.972532,77.608179,13.012532,77.648179,Snack ,motorcycle ,29
HYDRES02DEL02,37,4.7,17.41233,78.449654,17.49233,78.529654,Drinks ,motorcycle ,47
MYSRES09DEL03,35,4.3,12.323194,76.630583,12.353194,76.660583,Snack ,scooter ,33
COIMBRES01DEL01,24,4.7,11.016298,76.972076,11.086298,77.042076,Buffet ,motorcycle ,38
DEHRES17DEL01,26,4.6,30.327968,78.046106,30.397968,78.116106,Snack ,motorcycle ,19
VADRES05DEL03,29,4.9,22.310526,73.170937,22.370526,73.230937,Buffet ,scooter ,18
KOLRES010DEL02,32,4.6,22.538999,88.322337,22.588999,88.372337,Buffet ,electric_scooter ,29
BHPRES08DEL02,33,4.6,23.232537,77.429845,23.282537,77.479845,Snack ,scooter ,25
CHENRES07DEL01,27,4.6,13.081878,80.248519,13.121878,80.288519,Snack ,motorcycle ,27
BANGRES19DEL03,29,4.6,12.914264,77.6784,12.944264,77.7084,Snack ,scooter ,13
INDORES20DEL01,32,4.6,22.732225,75.874765,22.802225,75.944765,Snack ,scooter ,26
HYDRES16DEL03,30,4.6,17.440827,78.393391,17.500827,78.453391,Drinks ,scooter ,16
RANCHIRES02DEL01,28,4.0,0.0,0.0,0.01,0.01,Meal ,motorcycle ,37
RANCHIRES03DEL02,37,4.2,0.0,0.0,0.05,0.05,Snack ,motorcycle ,48
KOLRES010DEL02,21,4.6,22.538999,88.322337,22.588999,88.372337,Drinks ,motorcycle ,24
MUMRES06DEL03,25,4.9,19.055831,72.833984,19.115831,72.893984,Snack ,scooter ,13
SURRES07DEL02,29,4.9,21.170798,72.790489,21.190798,72.810489,Drinks ,electric_scooter ,16
JAPRES01DEL01,30,4.6,26.90519,75.810753,27.01519,75.920753,Buffet ,motorcycle ,22
ALHRES15DEL02,21,4.0,25.449872,81.836167,25.469872,81.856167,Buffet ,motorcycle ,21
RANCHIRES19DEL03,23,4.7,23.333017,85.3172,23.393017,85.3772,Meal ,motorcycle ,25
VADRES19DEL02,25,4.5,22.311844,73.165081,22.441844,73.295081,Drinks ,scooter ,27
VADRES01DEL02,23,4.9,22.307898,73.167788,22.437898,73.297788,Drinks ,motorcycle ,48
HYDRES12DEL03,25,4.8,17.429585,78.392621,17.489585,78.452621,Drinks ,scooter ,26
AGRRES07DEL01,34,4.9,27.160934,78.044095,27.170934,78.054095,Drinks ,scooter ,19
HYDRES14DEL03,34,4.2,17.426228,78.407495,17.516228,78.497495,Drinks ,motorcycle ,43
JAPRES13DEL02,33,5.0,26.846156,75.8023,26.866156,75.8223,Meal ,motorcycle ,29
JAPRES20DEL02,31,4.5,26.956431,75.776649,26.976431,75.796649,Drinks ,scooter ,29
SURRES18DEL02,39,4.3,21.149834,72.778666,21.229834,72.858666,Drinks ,scooter ,35
ALHRES13DEL03,32,4.9,25.451646,81.832796,25.591646,81.972796,Drinks ,motorcycle ,30
COIMBRES06DEL02,27,4.3,11.021278,76.995017,11.041278,77.015017,Snack ,motorcycle ,22
MUMRES05DEL02,29,4.9,18.927584,72.832585,19.007584,72.912585,Buffet ,motorcycle ,29
INDORES07DEL02,25,5.0,22.722634,75.886959,22.852634,76.016959,Buffet ,motorcycle ,18
AURGRES01DEL01,27,4.6,19.876219,75.346017,19.946219,75.416017,Buffet ,scooter ,12
SURRES18DEL03,27,4.6,21.149834,72.778666,21.179834,72.808666,Meal ,electric_scooter ,19
JAPRES19DEL03,35,4.8,26.913726,75.75282,26.943726,75.78282,Snack ,scooter ,30
JAPRES06DEL02,29,4.6,-26.911927,75.797282,26.961927,75.847282,Meal ,scooter ,27
MYSRES14DEL02,25,4.9,0.0,0.0,0.13,0.13,Drinks ,scooter ,12
KOLRES16DEL02,20,4.7,22.539129,88.365507,22.589129,88.415507,Buffet ,scooter ,20
INDORES04DEL03,22,5.0,22.753659,75.903365,22.783659,75.933365,Meal ,motorcycle ,26
SURRES08DEL03,30,4.6,21.173343,72.792731,21.233343,72.852731,Buffet ,motorcycle ,28
HYDRES07DEL01,24,4.6,17.424114,78.347554,17.464114,78.387554,Snack ,scooter ,14
BHPRES02DEL01,35,4.6,0.0,0.0,0.01,0.01,Meal ,scooter ,22
JAPRES11DEL02,36,4.8,26.90294,75.793007,26.92294,75.813007,Meal ,scooter ,30
PUNERES08DEL01,26,4.8,18.53408,73.89852,18.60408,73.96852,Meal ,motorcycle ,23
JAPRES20DEL01,29,4.6,26.956431,75.776649,27.066431,75.886649,Snack ,motorcycle ,34
JAPRES20DEL02,20,4.0,26.956431,75.776649,27.086431,75.906649,Snack ,scooter ,42
BANGRES09DEL02,30,4.5,12.934179,77.615797,13.064179,77.745797,Snack ,motorcycle ,27
MYSRES20DEL03,39,3.6,12.337978,76.616792,12.427978,76.706792,Meal ,scooter ,38
HYDRES07DEL01,26,4.5,17.424114,78.347554,17.464114,78.387554,Buffet ,motorcycle ,40
CHENRES20DEL02,29,4.5,12.975996,80.221898,13.025996,80.271898,Buffet ,motorcycle ,53
MUMRES03DEL01,32,4.8,19.22384,72.841347,19.26384,72.881347,Drinks ,motorcycle ,29
COIMBRES15DEL03,30,4.7,11.006686,76.951736,11.036686,76.981736,Drinks ,motorcycle ,23
CHENRES01DEL02,26,4.0,13.005801,80.250744,13.025801,80.270744,Snack ,motorcycle ,18
MYSRES08DEL03,35,4.4,12.297954,76.665169,12.357954,76.725169,Snack ,motorcycle ,37
PUNERES07DEL01,27,4.9,18.546947,73.900626,18.556947,73.910626,Meal ,scooter ,12
MYSRES20DEL03,28,4.2,12.337978,76.616792,12.367978,76.646792,Buffet ,motorcycle ,16
INDORES16DEL03,33,4.9,22.744648,75.894377,22.834648,75.984377,Buffet ,motorcycle ,22
LUDHRES14DEL03,35,3.7,30.892978,75.821847,30.982978,75.911847,Snack ,electric_scooter ,34
PUNERES20DEL03,36,4.4,18.592718,73.773572,18.682718,73.863572,Snack ,motorcycle ,33
JAPRES19DEL02,34,4.6,26.913726,75.75282,26.933726,75.77282,Meal ,motorcycle ,25
AURGRES010DEL03,21,4.8,19.875337,75.316722,19.935337,75.376722,Drinks ,scooter ,22
AGRRES18DEL01,38,4.7,27.161694,78.034714,27.171694,78.044714,Snack ,motorcycle ,22
RANCHIRES08DEL02,28,4.4,23.353783,85.326967,23.403783,85.376967,Meal ,motorcycle ,48
VADRES06DEL02,35,4.2,22.31279,73.170283,22.39279,73.250283,Drinks ,motorcycle ,38
HYDRES19DEL01,24,5.0,17.458998,78.500366,17.568998,78.610366,Snack ,scooter ,26
HYDRES13DEL03,22,4.7,17.431477,78.40035,17.491477,78.46035,Meal ,electric_scooter ,15
INDORES02DEL03,36,4.8,22.651847,75.881991,22.741847,75.971991,Snack ,electric_scooter ,35
HYDRES14DEL01,36,4.9,17.426228,78.407495,17.466228,78.447495,Drinks ,scooter ,27
JAPRES17DEL03,25,4.9,26.892312,75.806896,26.922313,75.836896,Snack ,motorcycle ,15
INDORES16DEL03,24,5.0,22.744648,75.894377,22.804648,75.954377,Meal ,scooter ,33
SURRES12DEL01,35,4.9,21.183434,72.814492,21.253434,72.884492,Buffet ,motorcycle ,44
PUNERES01DEL03,29,4.6,18.569156,73.774723,18.629156,73.834723,Meal ,scooter ,29
KNPRES18DEL01,37,4.9,26.474133,80.3481,26.544133,80.4181,Buffet ,electric_scooter ,26
INDORES18DEL02,27,5.0,22.753839,75.897429,22.803839,75.947429,Buffet ,motorcycle ,15
BANGRES20DEL03,30,4.7,12.972161,77.596014,13.062161,77.686014,Drinks ,scooter ,21
PUNERES19DEL01,24,4.5,18.563934,73.915367,18.633934,73.985367,Drinks ,motorcycle ,20
VADRES06DEL01,29,4.6,22.31279,73.170283,22.42279,73.280283,Meal ,scooter ,23
JAPRES04DEL01,26,4.8,26.902328,75.794257,26.912328,75.804257,Buffet ,scooter ,16
COIMBRES05DEL01,27,4.7,11.022169,76.999594,11.032169,77.009594,Snack ,scooter ,19
COIMBRES20DEL02,31,3.8,10.994136,76.963303,11.124136,77.093303,Drinks ,electric_scooter ,41
PUNERES06DEL03,21,4.6,18.546258,73.904337,18.606258,73.964337,Buffet ,scooter ,16
PUNERES11DEL03,33,4.6,18.533811,73.899315,18.563811,73.929315,Meal ,motorcycle ,29
HYDRES13DEL02,34,5.0,17.431477,78.40035,17.561477,78.53035,Snack ,motorcycle ,26
CHENRES04DEL03,30,4.2,13.02978,80.208812,13.11978,80.298812,Meal ,motorcycle ,33
LUDHRES05DEL02,32,4.8,30.905562,75.832841,30.985562,75.912841,Snack ,motorcycle ,29
JAPRES18DEL02,22,4.9,26.913987,75.752891,26.963987,75.802891,Drinks ,scooter ,23
JAPRES08DEL03,20,4.6,26.910262,75.783013,26.940262,75.813013,Meal ,motorcycle ,39
BANGRES12DEL01,27,4.9,12.939496,77.625999,13.049496,77.735999,Drinks ,motorcycle ,26
PUNERES18DEL03,32,4.3,18.593481,73.785901,18.683481,73.875901,Meal ,motorcycle ,40
VADRES01DEL02,20,4.6,22.307898,73.167788,22.437898,73.297788,Drinks ,motorcycle ,22
BHPRES08DEL02,26,4.6,23.232537,77.429845,23.362537,77.559845,Drinks ,scooter ,17
RANCHIRES20DEL03,32,5.0,23.39925,85.390464,23.48925,85.480464,Meal ,motorcycle ,25
HYDRES07DEL02,21,4.6,17.424114,78.347554,17.444114,78.367554,Snack ,scooter ,13
BANGRES15DEL02,31,4.8,12.975377,77.696664,13.025377,77.746664,Snack ,scooter ,24
JAPRES03DEL01,38,4.0,26.913483,75.803139,26.923483,75.813139,Meal ,motorcycle ,32
RANCHIRES16DEL03,28,4.2,23.371292,85.327872,23.401292,85.357872,Meal ,motorcycle ,19
JAPRES11DEL02,39,4.9,26.90294,75.793007,26.92294,75.813007,Meal ,motorcycle ,23
JAPRES03DEL02,36,4.6,26.913483,75.803139,27.043483,75.933139,Drinks ,scooter ,30
LUDHRES16DEL03,35,4.7,30.895817,75.813112,31.035817,75.953112,Drinks ,motorcycle ,38
BANGRES14DEL03,29,4.8,12.949934,77.699386,13.009934,77.759386,Meal ,scooter ,18
PUNERES08DEL01,35,4.9,18.53408,73.89852,18.64408,74.00852,Buffet ,motorcycle ,33
MUMRES01DEL03,30,4.8,19.12663,72.829976,19.18663,72.889976,Buffet ,scooter ,22
COIMBRES18DEL02,31,5.0,11.02091,76.940432,11.04091,76.960432,Meal ,motorcycle ,26
JAPRES06DEL03,25,4.7,26.911927,75.797282,26.941927,75.827282,Meal ,electric_scooter ,14
BANGRES07DEL01,29,4.6,12.978453,77.643685,13.088453,77.753685,Drinks ,scooter ,13
VADRES20DEL01,36,4.8,22.311358,73.164798,22.421358,73.274798,Snack ,scooter ,26
HYDRES09DEL03,24,4.5,17.431668,78.408321,17.491668,78.468321,Snack ,motorcycle ,25
RANCHIRES05DEL01,20,4.9,23.355164,85.324097,23.395164,85.364097,Snack ,motorcycle ,20
BANGRES13DEL03,25,4.9,12.935662,77.61413,13.025662,77.70413,Snack ,motorcycle ,21
AGRRES06DEL03,25,5.0,0.0,0.0,0.06,0.06,Meal ,electric_scooter ,22
COIMBRES010DEL01,37,4.9,11.003008,76.97544,11.013008,76.98544,Drinks ,motorcycle ,22
MYSRES12DEL02,28,2.8,12.284747,76.625861,12.364747,76.705861,Meal ,electric_scooter ,35
VADRES08DEL03,22,4.6,0.0,0.0,0.06,0.06,Buffet ,motorcycle ,17
VADRES08DEL01,29,4.9,0.0,0.0,0.01,0.01,Buffet ,scooter ,11
JAPRES11DEL03,22,4.8,26.90294,75.793007,26.96294,75.853007,Meal ,motorcycle ,24
BHPRES14DEL01,30,4.3,0.0,0.0,0.11,0.11,Buffet ,motorcycle ,38
BANGRES11DEL01,25,4.6,12.934365,77.616155,13.004365,77.686155,Snack ,motorcycle ,46
ALHRES14DEL02,36,4.3,25.459775,81.834841,25.589775,81.964841,Meal ,motorcycle ,35
COIMBRES03DEL02,32,4.8,11.025083,77.015393,11.105083,77.095393,Drinks ,motorcycle ,26
PUNERES14DEL01,37,4.8,18.516216,73.842527,18.526216,73.852527,Snack ,motorcycle ,18
COIMBRES19DEL01,22,4.7,11.022298,76.998349,11.062298,77.038349,Drinks ,scooter ,23
MYSRES010DEL01,30,4.6,12.321214,76.621094,12.331214,76.631094,Meal ,motorcycle ,42
PUNERES04DEL02,34,4.6,18.51421,73.838429,18.64421,73.968429,Drinks ,scooter ,25
PUNERES01DEL03,26,4.1,18.569156,73.774723,18.629156,73.834723,Meal ,motorcycle ,21
HYDRES010DEL02,38,4.9,17.428294,78.404423,17.478294,78.454423,Snack ,motorcycle ,33
RANCHIRES15DEL01,36,4.5,23.369746,85.33982,23.379746,85.34982,Buffet ,motorcycle ,28
MUMRES14DEL02,21,4.1,19.1813,72.836191,19.3113,72.966191,Drinks ,scooter ,38
VADRES16DEL03,31,4.7,0.0,0.0,0.06,0.06,Buffet ,electric_scooter ,18
BANGRES14DEL01,29,4.7,12.949934,77.699386,13.059934,77.809386,Drinks ,motorcycle ,32
VADRES17DEL02,33,4.4,0.0,0.0,0.08,0.08,Meal ,motorcycle ,44
VADRES15DEL03,23,4.5,0.0,0.0,0.03,0.03,Snack ,motorcycle ,15
COIMBRES12DEL02,22,4.7,11.000762,76.981876,11.130762,77.111876,Drinks ,motorcycle ,27
AGRRES20DEL01,27,4.9,27.158822,78.045359,27.228822,78.115359,Snack ,motorcycle ,29
BANGRES07DEL03,28,4.9,12.978453,77.643685,13.038453,77.703685,Drinks ,motorcycle ,24
HYDRES05DEL01,30,4.2,17.433809,78.386744,17.543809,78.496744,Drinks ,scooter ,46
MYSRES05DEL02,23,4.7,12.323978,76.627961,12.343978,76.647961,Drinks ,motorcycle ,23
COIMBRES07DEL02,20,4.9,10.96185,76.971082,11.01185,77.021082,Snack ,motorcycle ,16
COIMBRES15DEL01,26,4.8,11.006686,76.951736,11.076686,77.021736,Meal ,electric_scooter ,30
SURRES13DEL03,20,4.5,21.170096,72.789122,21.260096,72.879122,Drinks ,motorcycle ,16
HYDRES16DEL02,36,4.7,17.440827,78.393391,17.460827,78.413391,Drinks ,motorcycle ,25
RANCHIRES18DEL01,28,4.6,23.351489,85.324253,23.361489,85.334253,Snack ,scooter ,13
VADRES16DEL03,27,4.5,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,12
MYSRES03DEL03,21,4.7,12.299524,76.64262,12.329524,76.67262,Buffet ,electric_scooter ,19
PUNERES14DEL03,36,4.7,18.516216,73.842527,18.546216,73.872527,Buffet ,motorcycle ,17
KNPRES04DEL01,30,4.1,26.471529,80.313458,26.581529,80.423458,Buffet ,motorcycle ,48
MYSRES05DEL01,33,4.6,12.323978,76.627961,12.333978,76.637961,Drinks ,scooter ,15
CHENRES19DEL01,26,5.0,12.986047,80.218114,13.056047,80.288114,Meal ,electric_scooter ,24
MYSRES18DEL03,21,4.6,12.337928,76.617889,12.367928,76.647889,Meal ,motorcycle ,22
KOLRES06DEL02,23,4.9,22.533662,88.366217,22.663662,88.496217,Buffet ,motorcycle ,22
JAPRES010DEL02,21,3.1,26.921411,75.793604,27.001411,75.873604,Drinks ,electric_scooter ,33
PUNERES18DEL01,33,4.9,18.593481,73.785901,18.603481,73.795901,Snack ,electric_scooter ,19
AGRRES08DEL03,36,4.4,27.160934,78.044095,27.250934,78.134095,Snack ,scooter ,35
CHENRES19DEL02,23,4.8,12.986047,80.218114,13.066047,80.298114,Meal ,motorcycle ,16
COIMBRES02DEL02,36,4.5,11.022477,76.995667,11.042477,77.015667,Drinks ,scooter ,30
SURRES11DEL02,27,4.8,21.157735,72.768778,21.287735,72.898778,Meal ,motorcycle ,27
PUNERES13DEL01,21,4.5,18.56245,73.916619,18.63245,73.986619,Meal ,motorcycle ,41
COIMBRES010DEL03,34,4.9,11.003008,76.97544,11.063009,77.03544,Drinks ,motorcycle ,28
RANCHIRES010DEL01,28,4.6,23.354422,85.3329,23.394422,85.3729,Meal ,motorcycle ,21
JAPRES03DEL01,29,4.2,26.913483,75.803139,27.023483,75.913139,Buffet ,scooter ,44
BANGRES06DEL03,33,4.1,12.979096,77.640625,13.039096,77.700625,Meal ,motorcycle ,33
GOARES010DEL02,29,5.0,-15.546594,73.760431,15.566594,73.780431,Snack ,motorcycle ,18
SURRES17DEL02,32,4.9,21.149569,72.772697,21.169569,72.792697,Buffet ,motorcycle ,15
PUNERES17DEL01,25,4.9,18.530963,73.828972,18.640963,73.938972,Meal ,scooter ,26
KNPRES20DEL03,22,4.7,26.47,80.35,26.56,80.44,Drinks ,electric_scooter ,22
JAPRES03DEL02,36,4.9,26.913483,75.803139,26.963483,75.853139,Snack ,scooter ,26
HYDRES02DEL02,26,4.9,17.41233,78.449654,17.54233,78.579654,Buffet ,scooter ,18
PUNERES06DEL01,24,4.9,18.546258,73.904337,18.586258,73.944337,Drinks ,motorcycle ,10
JAPRES05DEL03,33,4.6,26.905287,75.794592,26.935287,75.824592,Drinks ,scooter ,18
JAPRES04DEL01,34,3.6,26.902328,75.794257,26.972328,75.864257,Meal ,motorcycle ,39
ALHRES07DEL01,22,5.0,25.449659,81.839744,25.559659,81.949744,Meal ,motorcycle ,31
SURRES05DEL01,20,4.5,21.175104,72.804342,21.215104,72.844342,Buffet ,scooter ,29
BANGRES07DEL02,20,4.9,12.978453,77.643685,13.028453,77.693685,Snack ,scooter ,16
CHENRES20DEL03,28,4.7,12.975996,80.221898,13.035996,80.281898,Meal ,motorcycle ,17
AGRRES06DEL03,25,4.9,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,15
PUNERES15DEL03,38,4.9,18.636215,73.751081,18.726215,73.841081,Buffet ,electric_scooter ,23
BANGRES15DEL01,33,5.0,12.975377,77.696664,12.985377,77.706664,Buffet ,motorcycle ,47
JAPRES08DEL01,35,4.0,26.910262,75.783013,26.980262,75.853013,Buffet ,motorcycle ,50
INDORES02DEL01,37,4.6,22.651847,75.881991,22.661847,75.891991,Snack ,motorcycle ,29
COIMBRES06DEL01,33,4.5,11.021278,76.995017,11.131278,77.105017,Buffet ,scooter ,26
MYSRES01DEL02,25,4.2,12.311072,76.654878,12.331072,76.674878,Snack ,motorcycle ,25
MYSRES03DEL02,32,4.2,12.299524,76.64262,12.349524,76.69262,Drinks ,motorcycle ,34
PUNERES05DEL01,22,4.6,18.543626,73.905101,18.553626,73.915101,Drinks ,scooter ,30
HYDRES20DEL03,23,4.7,17.483216,78.552111,17.573216,78.642111,Drinks ,motorcycle ,13
MUMRES09DEL03,37,4.7,18.994049,72.825203,19.024049,72.855203,Snack ,motorcycle ,22
JAPRES20DEL01,23,4.6,26.956431,75.776649,27.066431,75.886649,Meal ,motorcycle ,39
MYSRES12DEL03,21,4.6,12.284747,76.625861,12.344747,76.685861,Buffet ,motorcycle ,16
AURGRES07DEL01,26,4.5,19.875908,75.358888,19.985908,75.468888,Buffet ,scooter ,28
RANCHIRES02DEL03,35,3.7,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,34
HYDRES09DEL01,29,5.0,17.431668,78.408321,17.501668,78.478321,Snack ,motorcycle ,48
MYSRES19DEL02,34,4.6,12.334022,76.618203,12.354022,76.638203,Drinks ,motorcycle ,24
PUNERES06DEL01,30,4.8,18.546258,73.904337,18.656258,74.014337,Buffet ,motorcycle ,24
MUMRES08DEL03,22,4.5,19.065838,72.832658,19.155838,72.922658,Buffet ,scooter ,25
CHENRES14DEL01,22,4.8,13.026279,80.174568,13.036279,80.184568,Drinks ,scooter ,14
CHENRES13DEL02,28,4.0,13.027018,80.254791,13.077018,80.304791,Meal ,motorcycle ,34
JAPRES20DEL01,27,4.8,26.956431,75.776649,26.966431,75.786649,Meal ,scooter ,23
BANGRES05DEL02,33,4.7,12.970324,77.645748,13.050324,77.725748,Buffet ,scooter ,17
COIMBRES08DEL02,26,5.0,11.001852,76.976268,11.051852,77.026268,Drinks ,motorcycle ,27
JAPRES20DEL02,24,4.9,26.956431,75.776649,27.006431,75.826649,Buffet ,motorcycle ,26
HYDRES05DEL02,28,4.9,17.433809,78.386744,17.483809,78.436744,Meal ,motorcycle ,25
HYDRES13DEL01,35,4.2,17.431477,78.40035,17.501477,78.47035,Meal ,scooter ,31
CHENRES12DEL03,21,5.0,12.972793,80.249982,13.002793,80.279982,Drinks ,motorcycle ,33
JAPRES03DEL02,31,4.9,26.913483,75.803139,26.963483,75.853139,Meal ,scooter ,16
VADRES08DEL03,23,4.8,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,25
JAPRES010DEL03,34,4.4,26.921411,75.793604,27.061411,75.933604,Drinks ,motorcycle ,35
JAPRES18DEL02,38,4.1,26.913987,75.752891,26.963987,75.802891,Snack ,motorcycle ,31
COIMBRES07DEL02,21,5.0,10.96185,76.971082,11.04185,77.051082,Drinks ,scooter ,26
SURRES010DEL01,33,4.6,21.17106,72.789292,21.28106,72.899292,Meal ,scooter ,16
BANGRES010DEL01,25,4.6,12.933298,77.614293,12.973298,77.654293,Snack ,scooter ,11
CHENRES010DEL01,34,4.6,13.066762,80.251865,13.076762,80.261865,Meal ,motorcycle ,43
COIMBRES09DEL02,22,4.7,11.008638,76.984311,11.058638,77.034311,Buffet ,motorcycle ,25
RANCHIRES15DEL02,33,4.6,23.369746,85.33982,23.449746,85.41982,Snack ,electric_scooter ,19
JAPRES03DEL01,26,4.6,26.913483,75.803139,26.983483,75.873139,Meal ,motorcycle ,24
RANCHIRES11DEL03,37,4.8,23.359194,85.325447,23.389194,85.355447,Drinks ,motorcycle ,28
BANGRES01DEL02,32,4.6,12.933284,77.615428,13.013284,77.695428,Buffet ,motorcycle ,43
PUNERES14DEL02,33,4.7,18.516216,73.842527,18.596216,73.922527,Snack ,motorcycle ,36
VADRES20DEL01,36,4.7,22.311358,73.164798,22.351358,73.204798,Meal ,motorcycle ,32
SURRES04DEL02,23,4.9,21.173493,72.801953,21.253493,72.881953,Snack ,motorcycle ,39
INDORES010DEL03,26,4.5,22.75004,75.902847,22.81004,75.962847,Drinks ,motorcycle ,20
PUNERES11DEL01,23,4.6,18.533811,73.899315,18.643811,74.009315,Drinks ,electric_scooter ,27
SURRES07DEL02,39,4.1,21.170798,72.790489,21.250798,72.870489,Buffet ,scooter ,45
RANCHIRES06DEL01,38,4.9,23.357804,85.325146,23.367804,85.335146,Meal ,motorcycle ,23
PUNERES05DEL01,25,4.9,18.543626,73.905101,18.653626,74.015101,Snack ,motorcycle ,21
ALHRES19DEL01,30,4.8,25.457116,81.859682,25.567116,81.969682,Snack ,scooter ,38
VADRES04DEL03,28,4.7,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,19
JAPRES03DEL03,23,4.7,26.913483,75.803139,27.053483,75.943139,Drinks ,motorcycle ,28
PUNERES05DEL01,29,4.6,18.543626,73.905101,18.613626,73.975101,Drinks ,motorcycle ,49
SURRES17DEL01,25,4.2,21.149569,72.772697,21.259569,72.882697,Buffet ,motorcycle ,31
SURRES08DEL02,29,4.6,21.173343,72.792731,21.223343,72.842731,Buffet ,scooter ,27
CHENRES01DEL01,29,4.5,13.005801,80.250744,13.115801,80.360744,Meal ,electric_scooter ,15
HYDRES18DEL01,23,4.8,17.450851,78.379347,17.520851,78.449347,Meal ,motorcycle ,22
HYDRES11DEL03,33,4.7,17.430448,78.418213,17.460448,78.448213,Buffet ,scooter ,21
PUNERES04DEL02,24,4.6,18.51421,73.838429,18.64421,73.968429,Drinks ,motorcycle ,26
SURRES16DEL02,27,4.6,21.160437,72.774209,21.240437,72.854209,Drinks ,motorcycle ,23
JAPRES08DEL03,22,4.6,26.910262,75.783013,27.000262,75.873013,Drinks ,motorcycle ,29
JAPRES01DEL03,27,5.0,26.90519,75.810753,26.96519,75.870753,Snack ,motorcycle ,12
INDORES09DEL02,33,4.2,22.725835,75.887648,22.775835,75.937648,Meal ,scooter ,31
CHENRES16DEL01,31,4.7,13.049645,80.242268,13.059645,80.252268,Snack ,scooter ,27
SURRES20DEL03,29,4.6,21.15276,72.778059,21.21276,72.838059,Drinks ,scooter ,15
JAPRES06DEL03,23,4.6,26.911927,75.797282,26.941927,75.827282,Buffet ,motorcycle ,19
